name,compiler,type,threads,input,failed_requests,major_faults,complete_requests,cycles,dtlb_store_misses,sgxtime,tput,lat,branch_misses,branch_instructions,mpxerrors,num_clients,sgxmem,dtlb_load_misses,dtlb_stores,time,instructions,minor_faults,dtlb_loads,mpxbtnum
bin/httpd,gcc,asan_only_write,1,31,21,,820315,,,,41015.72,0.756,,,,31,,,,,,,,
bin/httpd,gcc,asan_only_write,1,33,0,,917559,,,,45877.85,0.719,,,,33,,,,,,,,
bin/httpd,gcc,asan_only_write,1,35,0,,906058,,,,45302.49,0.773,,,,35,,,,,,,,
bin/httpd,gcc,native,1,1,0,,42038,,,,2101.89,0.476,,,,1,,,,,,,,
bin/httpd,gcc,native,1,5,0,,175872,,,,8793.47,0.569,,,,5,,,,,,,,
bin/httpd,gcc,native,1,9,0,,348024,,,,17401.14,0.517,,,,9,,,,,,,,
bin/httpd,gcc,native,1,13,0,,537665,,,,26883.16,0.484,,,,13,,,,,,,,
bin/httpd,gcc,native,1,17,0,,751669,,,,37583.4,0.452,,,,17,,,,,,,,
bin/httpd,gcc,native,1,21,0,,900950,,,,45047.44,0.466,,,,21,,,,,,,,
bin/httpd,gcc,native,1,25,0,,1000000,,,,51132.51,0.489,,,,25,,,,,,,,
bin/httpd,gcc,native,1,29,0,,993848,,,,49692.38,0.584,,,,29,,,,,,,,
bin/httpd,gcc,native,1,31,0,,987981,,,,49398.97,0.628,,,,31,,,,,,,,
bin/httpd,gcc,native,1,33,0,,1000000,,,,51115.7,0.646,,,,33,,,,,,,,
bin/httpd,gcc,native,1,35,0,,1000000,,,,50062.81,0.699,,,,35,,,,,,,,
bin/httpd,icc,native,1,1,0,,28547,,,,1427.34,0.701,,,,1,,,,,,,,
bin/httpd,icc,native,1,5,0,,164695,,,,8234.63,0.607,,,,5,,,,,,,,
bin/httpd,icc,native,1,9,0,,331636,,,,16581.71,0.543,,,,9,,,,,,,,
bin/httpd,icc,native,1,13,0,,520481,,,,26023.99,0.5,,,,13,,,,,,,,
bin/httpd,icc,native,1,17,0,,693472,,,,34673.53,0.49,,,,17,,,,,,,,
bin/httpd,icc,native,1,21,0,,822471,,,,41123.07,0.511,,,,21,,,,,,,,
bin/httpd,icc,native,1,25,0,,846442,,,,42322.09,0.591,,,,25,,,,,,,,
bin/httpd,icc,native,1,29,0,,883313,,,,44165.6,0.657,,,,29,,,,,,,,
bin/httpd,icc,native,1,31,0,,920821,,,,46041.03,0.673,,,,31,,,,,,,,
bin/httpd,icc,native,1,33,0,,918740,,,,45936.98,0.718,,,,33,,,,,,,,
bin/httpd,icc,native,1,35,0,,920255,,,,46012.16,0.761,,,,35,,,,,,,,
bin/httpd,clang,native,1,1,0,,28899,,,,1444.93,0.692,,,,1,,,,,,,,
bin/httpd,clang,native,1,5,0,,159438,,,,7971.83,0.627,,,,5,,,,,,,,
bin/httpd,clang,native,1,9,0,,323690,,,,16184.49,0.556,,,,9,,,,,,,,
bin/httpd,clang,native,1,13,0,,517550,,,,25877.46,0.502,,,,13,,,,,,,,
bin/httpd,clang,native,1,17,0,,662978,,,,33148.88,0.513,,,,17,,,,,,,,
bin/httpd,clang,native,1,21,0,,848104,,,,42405.15,0.495,,,,21,,,,,,,,
bin/httpd,clang,native,1,25,0,,841823,,,,42090.73,0.594,,,,25,,,,,,,,
bin/httpd,clang,native,1,29,0,,874002,,,,43700.01,0.664,,,,29,,,,,,,,
bin/httpd,clang,native,1,31,0,,920327,,,,46016.26,0.674,,,,31,,,,,,,,
bin/httpd,clang,native,1,33,0,,909326,,,,45466.25,0.726,,,,33,,,,,,,,
bin/httpd,clang,native,1,35,0,,917862,,,,45892.69,0.763,,,,35,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,1,0,,27861,,,,1393.02,0.718,,,,1,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,5,0,,173467,,,,8673.35,0.576,,,,5,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,9,0,,349916,,,,17495.77,0.514,,,,9,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,13,0,,519177,,,,25958.59,0.501,,,,13,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,17,0,,712505,,,,35625.15,0.477,,,,17,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,21,0,,917988,,,,45899.38,0.458,,,,21,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,25,0,,956036,,,,47801.71,0.523,,,,25,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,29,0,,918243,,,,45912.12,0.632,,,,29,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,31,0,,960220,,,,48011.0,0.646,,,,31,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,33,0,,916764,,,,45838.16,0.72,,,,33,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,35,0,,909561,,,,45477.93,0.77,,,,35,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,1,0,,26119,,,,1305.9,0.766,,,,1,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,5,0,,162502,,,,8125.05,0.615,,,,5,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,9,0,,338455,,,,16922.62,0.532,,,,9,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,13,0,,497817,,,,24890.83,0.522,,,,13,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,17,0,,694486,,,,34724.24,0.49,,,,17,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,21,0,,791572,,,,39578.54,0.531,,,,21,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,25,0,,758384,,,,37918.94,0.659,,,,25,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,29,0,,825888,,,,41294.12,0.702,,,,29,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,31,0,,857010,,,,42850.48,0.723,,,,31,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,33,0,,849947,,,,42496.93,0.777,,,,33,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,35,0,,825022,,,,41250.68,0.848,,,,35,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,1,0,,28334,,,,1416.67,0.706,,,,1,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,5,0,,175972,,,,8798.49,0.568,,,,5,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,9,0,,340452,,,,17022.51,0.529,,,,9,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,13,0,,528313,,,,26415.61,0.492,,,,13,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,17,0,,684991,,,,34249.48,0.496,,,,17,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,21,0,,911273,,,,45563.56,0.461,,,,21,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,25,0,,967395,,,,48369.71,0.517,,,,25,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,29,0,,947396,,,,47369.64,0.612,,,,29,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,31,0,,946385,,,,47319.16,0.655,,,,31,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,33,0,,968953,,,,48447.52,0.681,,,,33,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,35,0,,944090,,,,47204.44,0.741,,,,35,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,1,0,,27173,,,,1358.62,0.736,,,,1,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,5,0,,146665,,,,7333.23,0.682,,,,5,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,9,0,,326743,,,,16337.13,0.551,,,,9,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,13,0,,461122,,,,23055.98,0.564,,,,13,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,17,0,,594445,,,,29721.96,0.572,,,,17,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,21,0,,656945,,,,32846.79,0.639,,,,21,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,25,0,,764557,,,,38227.51,0.654,,,,25,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,29,0,,740971,,,,37048.5,0.783,,,,29,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,31,0,,795105,,,,39754.75,0.78,,,,31,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,33,0,,824719,,,,41235.5,0.8,,,,33,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,35,0,,805611,,,,40280.5,0.869,,,,35,,,,,,,,
bin/httpd,gcc,asan,1,1,0,,29917,,,,1495.84,0.669,,,,1,,,,,,,,
bin/httpd,gcc,asan,1,5,0,,179427,,,,8971.34,0.557,,,,5,,,,,,,,
bin/httpd,gcc,asan,1,9,0,,332875,,,,16643.5,0.541,,,,9,,,,,,,,
bin/httpd,gcc,asan,1,13,0,,500235,,,,25011.72,0.52,,,,13,,,,,,,,
bin/httpd,gcc,asan,1,17,0,,614754,,,,30737.69,0.553,,,,17,,,,,,,,
bin/httpd,gcc,asan,1,21,0,,815784,,,,40789.13,0.515,,,,21,,,,,,,,
bin/httpd,gcc,asan,1,25,5,,886828,,,,44341.34,0.564,,,,25,,,,,,,,
bin/httpd,gcc,asan,1,29,14,,861303,,,,43065.08,0.673,,,,29,,,,,,,,
bin/httpd,gcc,asan,1,31,67,,899780,,,,44988.99,0.689,,,,31,,,,,,,,
bin/httpd,gcc,asan,1,33,0,,922372,,,,46118.37,0.716,,,,33,,,,,,,,
bin/httpd,gcc,asan,1,35,34,,916663,,,,45833.02,0.764,,,,35,,,,,,,,
bin/httpd,clang,asan,1,1,0,,27407,,,,1370.32,0.73,,,,1,,,,,,,,
bin/httpd,clang,asan,1,5,0,,174056,,,,8702.78,0.575,,,,5,,,,,,,,
bin/httpd,clang,asan,1,9,0,,339018,,,,16950.8,0.531,,,,9,,,,,,,,
bin/httpd,clang,asan,1,13,0,,532319,,,,26615.93,0.488,,,,13,,,,,,,,
bin/httpd,clang,asan,1,17,0,,678905,,,,33945.24,0.501,,,,17,,,,,,,,
bin/httpd,clang,asan,1,21,0,,896400,,,,44819.99,0.469,,,,21,,,,,,,,
bin/httpd,clang,asan,1,25,0,,963418,,,,48170.88,0.519,,,,25,,,,,,,,
bin/httpd,clang,asan,1,29,17,,910514,,,,45525.61,0.637,,,,29,,,,,,,,
bin/httpd,clang,asan,1,31,12,,899582,,,,44979.04,0.689,,,,31,,,,,,,,
bin/httpd,clang,asan,1,33,0,,956950,,,,47847.39,0.69,,,,33,,,,,,,,
bin/httpd,clang,asan,1,35,15,,946886,,,,47344.26,0.739,,,,35,,,,,,,,
bin/httpd,gcc,asan_only_write,1,1,0,,42757,,,,2137.84,0.468,,,,1,,,,,,,,
bin/httpd,gcc,asan_only_write,1,5,0,,172797,,,,8639.75,0.579,,,,5,,,,,,,,
bin/httpd,gcc,asan_only_write,1,9,0,,332198,,,,16609.81,0.542,,,,9,,,,,,,,
bin/httpd,gcc,asan_only_write,1,13,0,,521487,,,,26074.34,0.499,,,,13,,,,,,,,
bin/httpd,gcc,asan_only_write,1,17,0,,730407,,,,36520.33,0.465,,,,17,,,,,,,,
bin/httpd,gcc,asan_only_write,1,21,0,,894395,,,,44719.69,0.47,,,,21,,,,,,,,
bin/httpd,gcc,asan_only_write,1,25,0,,939565,,,,46978.21,0.532,,,,25,,,,,,,,
bin/httpd,gcc,asan_only_write,1,29,0,,935056,,,,46752.68,0.62,,,,29,,,,,,,,
bin/httpd,gcc,asan_only_write,1,31,0,,967896,,,,48394.74,0.641,,,,31,,,,,,,,
bin/httpd,gcc,asan_only_write,1,33,1,,959503,,,,47975.11,0.688,,,,33,,,,,,,,
bin/httpd,gcc,asan_only_write,1,35,0,,952464,,,,47623.2,0.735,,,,35,,,,,,,,
bin/httpd,gcc,native,1,1,0,,33054,,,,1652.65,0.605,,,,1,,,,,,,,
bin/httpd,gcc,native,1,5,0,,179306,,,,8965.28,0.558,,,,5,,,,,,,,
bin/httpd,gcc,native,1,9,0,,333701,,,,16685.04,0.539,,,,9,,,,,,,,
bin/httpd,gcc,native,1,13,0,,512549,,,,25627.19,0.507,,,,13,,,,,,,,
bin/httpd,gcc,native,1,17,0,,708367,,,,35418.32,0.48,,,,17,,,,,,,,
bin/httpd,gcc,native,1,21,0,,730638,,,,36531.88,0.575,,,,21,,,,,,,,
bin/httpd,gcc,native,1,25,0,,889343,,,,44466.91,0.562,,,,25,,,,,,,,
bin/httpd,gcc,native,1,29,0,,904587,,,,45229.28,0.641,,,,29,,,,,,,,
bin/httpd,gcc,native,1,31,0,,908060,,,,45402.48,0.683,,,,31,,,,,,,,
bin/httpd,gcc,native,1,33,0,,897448,,,,44872.18,0.735,,,,33,,,,,,,,
bin/httpd,gcc,native,1,35,0,,929715,,,,46485.68,0.753,,,,35,,,,,,,,
bin/httpd,icc,native,1,1,0,,31603,,,,1580.12,0.633,,,,1,,,,,,,,
bin/httpd,icc,native,1,5,0,,171418,,,,8570.82,0.583,,,,5,,,,,,,,
bin/httpd,icc,native,1,9,0,,337430,,,,16871.44,0.533,,,,9,,,,,,,,
bin/httpd,icc,native,1,13,0,,548259,,,,27412.93,0.474,,,,13,,,,,,,,
bin/httpd,icc,native,1,17,0,,779748,,,,38987.33,0.436,,,,17,,,,,,,,
bin/httpd,icc,native,1,21,0,,973200,,,,48659.89,0.432,,,,21,,,,,,,,
bin/httpd,icc,native,1,25,0,,1000000,,,,50364.39,0.496,,,,25,,,,,,,,
bin/httpd,icc,native,1,29,0,,970298,,,,48514.79,0.598,,,,29,,,,,,,,
bin/httpd,icc,native,1,31,0,,977771,,,,48888.46,0.634,,,,31,,,,,,,,
bin/httpd,icc,native,1,33,0,,1000000,,,,50505.32,0.653,,,,33,,,,,,,,
bin/httpd,icc,native,1,35,0,,1000000,,,,50259.74,0.696,,,,35,,,,,,,,
bin/httpd,clang,native,1,1,0,,31048,,,,1552.39,0.644,,,,1,,,,,,,,
bin/httpd,clang,native,1,5,0,,159608,,,,7980.27,0.627,,,,5,,,,,,,,
bin/httpd,clang,native,1,9,0,,348070,,,,17403.47,0.517,,,,9,,,,,,,,
bin/httpd,clang,native,1,13,0,,517626,,,,25881.07,0.502,,,,13,,,,,,,,
bin/httpd,clang,native,1,17,0,,684412,,,,34220.31,0.497,,,,17,,,,,,,,
bin/httpd,clang,native,1,21,0,,845585,,,,42279.18,0.497,,,,21,,,,,,,,
bin/httpd,clang,native,1,25,0,,808081,,,,40404.0,0.619,,,,25,,,,,,,,
bin/httpd,clang,native,1,29,0,,888570,,,,44427.96,0.653,,,,29,,,,,,,,
bin/httpd,clang,native,1,31,0,,867129,,,,43356.42,0.715,,,,31,,,,,,,,
bin/httpd,clang,native,1,33,0,,875804,,,,43789.88,0.754,,,,33,,,,,,,,
bin/httpd,clang,native,1,35,0,,908366,,,,45417.99,0.771,,,,35,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,1,0,,25820,,,,1290.95,0.775,,,,1,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,5,0,,176969,,,,8848.36,0.565,,,,5,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,9,0,,341378,,,,17068.78,0.527,,,,9,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,13,0,,501343,,,,25067.12,0.519,,,,13,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,17,0,,682528,,,,34126.37,0.498,,,,17,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,21,0,,771706,,,,38585.26,0.544,,,,21,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,25,0,,779129,,,,38956.27,0.642,,,,25,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,29,0,,860923,,,,43045.93,0.674,,,,29,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,31,0,,852082,,,,42604.09,0.728,,,,31,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,33,0,,841326,,,,42065.98,0.784,,,,33,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,35,17,,850590,,,,42529.25,0.823,,,,35,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,1,0,,29484,,,,1474.15,0.678,,,,1,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,5,0,,178735,,,,8936.59,0.559,,,,5,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,9,0,,344860,,,,17242.93,0.522,,,,9,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,13,0,,498110,,,,24905.45,0.522,,,,13,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,17,0,,693906,,,,34695.23,0.49,,,,17,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,21,0,,839141,,,,41957.0,0.501,,,,21,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,25,0,,923694,,,,46184.64,0.541,,,,25,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,29,0,,951615,,,,47580.64,0.609,,,,29,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,31,0,,964515,,,,48225.72,0.643,,,,31,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,33,4,,957768,,,,47888.35,0.689,,,,33,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,35,0,,941259,,,,47062.84,0.744,,,,35,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,1,0,,26202,,,,1310.07,0.763,,,,1,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,5,0,,162836,,,,8141.76,0.614,,,,5,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,9,0,,336779,,,,16838.68,0.534,,,,9,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,13,0,,523006,,,,26150.07,0.497,,,,13,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,17,0,,677497,,,,33874.6,0.502,,,,17,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,21,0,,792278,,,,39613.55,0.53,,,,21,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,25,0,,768556,,,,38427.54,0.651,,,,25,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,29,0,,829357,,,,41467.11,0.699,,,,29,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,31,0,,874945,,,,43747.19,0.709,,,,31,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,33,0,,890219,,,,44510.54,0.741,,,,33,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,35,0,,852895,,,,42644.2,0.821,,,,35,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,1,0,,29116,,,,1455.76,0.687,,,,1,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,5,0,,179998,,,,8999.77,0.556,,,,5,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,9,0,,342690,,,,17134.49,0.525,,,,9,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,13,0,,481991,,,,24099.48,0.539,,,,13,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,17,0,,640128,,,,32006.27,0.531,,,,17,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,21,0,,801641,,,,40082.03,0.524,,,,21,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,25,0,,823189,,,,41159.24,0.607,,,,25,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,29,0,,932416,,,,46620.69,0.622,,,,29,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,31,0,,894991,,,,44749.41,0.693,,,,31,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,33,0,,900205,,,,45010.16,0.733,,,,33,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,35,0,,913345,,,,45667.2,0.766,,,,35,,,,,,,,
bin/httpd,gcc,asan,1,1,0,,27617,,,,1380.85,0.724,,,,1,,,,,,,,
bin/httpd,gcc,asan,1,5,0,,199284,,,,9964.17,0.502,,,,5,,,,,,,,
bin/httpd,gcc,asan,1,9,0,,325977,,,,16298.79,0.552,,,,9,,,,,,,,
bin/httpd,gcc,asan,1,13,0,,527955,,,,26397.5,0.492,,,,13,,,,,,,,
bin/httpd,gcc,asan,1,17,0,,676290,,,,33814.48,0.503,,,,17,,,,,,,,
bin/httpd,gcc,asan,1,21,0,,925429,,,,46271.43,0.454,,,,21,,,,,,,,
bin/httpd,gcc,asan,1,25,0,,988510,,,,49425.5,0.506,,,,25,,,,,,,,
bin/httpd,gcc,asan,1,29,0,,952818,,,,47640.8,0.609,,,,29,,,,,,,,
bin/httpd,gcc,asan,1,31,2,,917835,,,,45891.67,0.676,,,,31,,,,,,,,
bin/httpd,gcc,asan,1,33,0,,944688,,,,47234.34,0.699,,,,33,,,,,,,,
bin/httpd,gcc,asan,1,35,1,,929770,,,,46488.24,0.753,,,,35,,,,,,,,
bin/httpd,clang,asan,1,1,0,,27158,,,,1357.88,0.736,,,,1,,,,,,,,
bin/httpd,clang,asan,1,5,0,,175986,,,,8799.28,0.568,,,,5,,,,,,,,
bin/httpd,clang,asan,1,9,0,,348550,,,,17427.44,0.516,,,,9,,,,,,,,
bin/httpd,clang,asan,1,13,0,,520958,,,,26047.87,0.499,,,,13,,,,,,,,
bin/httpd,clang,asan,1,17,0,,709576,,,,35478.76,0.479,,,,17,,,,,,,,
bin/httpd,clang,asan,1,21,0,,900331,,,,45016.47,0.466,,,,21,,,,,,,,
bin/httpd,clang,asan,1,25,0,,955368,,,,47768.37,0.523,,,,25,,,,,,,,
bin/httpd,clang,asan,1,29,0,,936290,,,,46814.44,0.619,,,,29,,,,,,,,
bin/httpd,clang,asan,1,31,0,,961218,,,,48060.89,0.645,,,,31,,,,,,,,
bin/httpd,clang,asan,1,33,21,,948741,,,,47437.03,0.696,,,,33,,,,,,,,
bin/httpd,clang,asan,1,35,0,,919530,,,,45976.48,0.761,,,,35,,,,,,,,
bin/httpd,gcc,asan_only_write,1,1,0,,27946,,,,1397.27,0.716,,,,1,,,,,,,,
bin/httpd,gcc,asan_only_write,1,5,0,,173197,,,,8659.68,0.577,,,,5,,,,,,,,
bin/httpd,gcc,asan_only_write,1,9,0,,346776,,,,17338.76,0.519,,,,9,,,,,,,,
bin/httpd,gcc,asan_only_write,1,13,0,,517757,,,,25887.83,0.502,,,,13,,,,,,,,
bin/httpd,gcc,asan_only_write,1,17,0,,709528,,,,35476.32,0.479,,,,17,,,,,,,,
bin/httpd,gcc,asan_only_write,1,21,0,,877208,,,,43860.38,0.479,,,,21,,,,,,,,
bin/httpd,gcc,asan_only_write,1,25,0,,997652,,,,49882.52,0.501,,,,25,,,,,,,,
bin/httpd,gcc,asan_only_write,1,29,0,,990994,,,,49549.62,0.585,,,,29,,,,,,,,
