name,compiler,type,threads,input,dtlb_store_misses,mpxbtnum,sgxtime,tput,instructions,branch_instructions,dtlb_stores,num_clients,cycles,branch_misses,major_faults,dtlb_load_misses,time,mpxerrors,lat,dtlb_loads,minor_faults,sgxmem
bin/memcached,clang,native,1,448,,,,281460.0,,,,448,,,,,,,1591.0,,,
bin/memcached,clang,native,1,512,,,,281373.0,,,,512,,,,,,,1819.0,,,
bin/memcached,clang,native,1,32,,,,177750.0,,,,32,,,,,,,179.0,,,
bin/memcached,clang,native,1,64,,,,260056.0,,,,64,,,,,,,245.0,,,
bin/memcached,clang,native,1,128,,,,280382.0,,,,128,,,,,,,455.0,,,
bin/memcached,clang,native,1,192,,,,281132.0,,,,192,,,,,,,682.0,,,
bin/memcached,clang,native,1,256,,,,281252.0,,,,256,,,,,,,909.0,,,
bin/memcached,clang,native,1,320,,,,281449.0,,,,320,,,,,,,1136.0,,,
bin/memcached,clang,native,1,384,,,,281542.0,,,,384,,,,,,,1363.0,,,
bin/memcached,clang,native,1,448,,,,281424.0,,,,448,,,,,,,1591.0,,,
bin/memcached,clang,native,1,512,,,,281570.0,,,,512,,,,,,,1817.0,,,
bin/memcached,clang,native,1,32,,,,174619.0,,,,32,,,,,,,182.0,,,
bin/memcached,clang,native,1,64,,,,258974.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,native,1,128,,,,280283.0,,,,128,,,,,,,456.0,,,
bin/memcached,clang,native,1,192,,,,281325.0,,,,192,,,,,,,681.0,,,
bin/memcached,clang,native,1,256,,,,281500.0,,,,256,,,,,,,908.0,,,
bin/memcached,clang,native,1,320,,,,281235.0,,,,320,,,,,,,1137.0,,,
bin/memcached,clang,native,1,384,,,,281781.0,,,,384,,,,,,,1362.0,,,
bin/memcached,clang,native,1,448,,,,281418.0,,,,448,,,,,,,1591.0,,,
bin/memcached,clang,native,1,512,,,,281427.0,,,,512,,,,,,,1818.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,101864.0,,,,32,,,,,,,313.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,125678.0,,,,64,,,,,,,508.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,122182.0,,,,128,,,,,,,1047.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,131241.0,,,,192,,,,,,,1462.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,128127.0,,,,256,,,,,,,1997.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,118455.0,,,,320,,,,,,,2701.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,133505.0,,,,384,,,,,,,2876.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,131429.0,,,,448,,,,,,,3409.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,164241.0,,,,512,,,,,,,3117.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,106371.0,,,,32,,,,,,,300.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,123313.0,,,,64,,,,,,,518.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,160935.0,,,,128,,,,,,,794.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,122589.0,,,,192,,,,,,,1565.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,127417.0,,,,256,,,,,,,2008.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,155958.0,,,,320,,,,,,,2051.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,133400.0,,,,384,,,,,,,2878.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,131287.0,,,,448,,,,,,,3412.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,161591.0,,,,512,,,,,,,3168.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,107396.0,,,,32,,,,,,,297.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,122776.0,,,,64,,,,,,,520.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,142734.0,,,,128,,,,,,,896.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,123858.0,,,,192,,,,,,,1549.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,148590.0,,,,256,,,,,,,1722.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,130215.0,,,,320,,,,,,,2457.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,124124.0,,,,384,,,,,,,3093.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,161063.0,,,,448,,,,,,,2781.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,129382.0,,,,512,,,,,,,3958.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,99638.0,,,,32,,,,,,,320.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,129676.0,,,,64,,,,,,,493.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,128096.0,,,,128,,,,,,,998.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,122374.0,,,,192,,,,,,,1568.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,126939.0,,,,256,,,,,,,2016.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,130516.0,,,,320,,,,,,,2451.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,131579.0,,,,384,,,,,,,2918.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,127954.0,,,,448,,,,,,,3501.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,143534.0,,,,512,,,,,,,3567.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,114490.0,,,,32,,,,,,,278.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,127464.0,,,,64,,,,,,,501.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,123285.0,,,,128,,,,,,,1037.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,122728.0,,,,192,,,,,,,1564.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,122317.0,,,,256,,,,,,,2092.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,128908.0,,,,320,,,,,,,2482.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,154136.0,,,,384,,,,,,,2491.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,135777.0,,,,448,,,,,,,3299.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,127091.0,,,,512,,,,,,,4029.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,126897.0,,,,32,,,,,,,251.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,120408.0,,,,64,,,,,,,530.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,120933.0,,,,128,,,,,,,1057.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,136984.0,,,,192,,,,,,,1401.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,129429.0,,,,256,,,,,,,1977.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,145375.0,,,,320,,,,,,,2201.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,128788.0,,,,384,,,,,,,2981.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,136148.0,,,,448,,,,,,,3290.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,155949.0,,,,512,,,,,,,3283.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,107807.0,,,,32,,,,,,,296.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,121620.0,,,,64,,,,,,,525.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,155843.0,,,,128,,,,,,,820.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,129644.0,,,,192,,,,,,,1480.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,120449.0,,,,256,,,,,,,2125.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,157624.0,,,,320,,,,,,,2029.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,127334.0,,,,384,,,,,,,3015.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,125808.0,,,,448,,,,,,,3561.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,169315.0,,,,512,,,,,,,3024.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,102517.0,,,,32,,,,,,,311.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,127909.0,,,,64,,,,,,,499.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,158235.0,,,,128,,,,,,,808.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,123123.0,,,,192,,,,,,,1559.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,125115.0,,,,256,,,,,,,2045.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,128739.0,,,,320,,,,,,,2485.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,127120.0,,,,384,,,,,,,3020.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,128021.0,,,,448,,,,,,,3499.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,134978.0,,,,512,,,,,,,3793.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,99814.0,,,,32,,,,,,,320.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,128908.0,,,,64,,,,,,,495.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,123410.0,,,,128,,,,,,,1036.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,126208.0,,,,192,,,,,,,1520.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,127947.0,,,,256,,,,,,,2000.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,129570.0,,,,320,,,,,,,2469.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,137738.0,,,,384,,,,,,,2787.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,154580.0,,,,448,,,,,,,2898.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,134891.0,,,,512,,,,,,,3796.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,32,,,,104714.0,,,,32,,,,,,,305.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,64,,,,151509.0,,,,64,,,,,,,421.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,128,,,,126419.0,,,,128,,,,,,,1012.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,192,,,,126155.0,,,,192,,,,,,,1521.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,256,,,,156741.0,,,,256,,,,,,,1632.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,320,,,,135254.0,,,,320,,,,,,,2365.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,384,,,,138371.0,,,,384,,,,,,,2775.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,448,,,,136137.0,,,,448,,,,,,,3291.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds,1,512,,,,129262.0,,,,512,,,,,,,3961.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,105595.0,,,,32,,,,,,,302.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,128111.0,,,,64,,,,,,,499.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,133287.0,,,,128,,,,,,,959.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,131733.0,,,,192,,,,,,,1457.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,157399.0,,,,256,,,,,,,1626.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,134005.0,,,,320,,,,,,,2387.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,130249.0,,,,384,,,,,,,2948.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,152386.0,,,,448,,,,,,,2940.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,131880.0,,,,512,,,,,,,3883.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,99378.0,,,,32,,,,,,,321.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,148395.0,,,,64,,,,,,,430.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,135199.0,,,,128,,,,,,,946.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,128919.0,,,,192,,,,,,,1488.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,126472.0,,,,256,,,,,,,2023.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,126172.0,,,,320,,,,,,,2536.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,131584.0,,,,384,,,,,,,2918.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,133316.0,,,,448,,,,,,,3360.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,135903.0,,,,512,,,,,,,3768.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,102667.0,,,,32,,,,,,,311.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,122457.0,,,,64,,,,,,,522.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,121434.0,,,,128,,,,,,,1053.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,131700.0,,,,192,,,,,,,1457.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,126346.0,,,,256,,,,,,,2025.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,135948.0,,,,320,,,,,,,2353.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,149996.0,,,,384,,,,,,,2560.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,138903.0,,,,448,,,,,,,3225.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,146311.0,,,,512,,,,,,,3499.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,120958.0,,,,32,,,,,,,263.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,129348.0,,,,64,,,,,,,494.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,128695.0,,,,128,,,,,,,994.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,132529.0,,,,192,,,,,,,1448.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,126876.0,,,,256,,,,,,,2017.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,151596.0,,,,320,,,,,,,2110.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,131803.0,,,,384,,,,,,,2913.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,128606.0,,,,448,,,,,,,3483.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,156698.0,,,,512,,,,,,,3267.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,108231.0,,,,32,,,,,,,295.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,130277.0,,,,64,,,,,,,490.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,158708.0,,,,128,,,,,,,805.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,132246.0,,,,192,,,,,,,1451.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,134717.0,,,,256,,,,,,,1900.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,156235.0,,,,320,,,,,,,2047.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,127492.0,,,,384,,,,,,,3012.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,135792.0,,,,448,,,,,,,3299.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,158042.0,,,,512,,,,,,,3239.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,101647.0,,,,32,,,,,,,314.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,126718.0,,,,64,,,,,,,504.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,156342.0,,,,128,,,,,,,818.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,125251.0,,,,192,,,,,,,1532.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,130961.0,,,,256,,,,,,,1954.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,130059.0,,,,320,,,,,,,2460.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,132086.0,,,,384,,,,,,,2907.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,136316.0,,,,448,,,,,,,3286.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,135739.0,,,,512,,,,,,,3772.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,102894.0,,,,32,,,,,,,310.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,131376.0,,,,64,,,,,,,486.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,131528.0,,,,128,,,,,,,972.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,137886.0,,,,192,,,,,,,1392.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,130617.0,,,,256,,,,,,,1959.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,129866.0,,,,320,,,,,,,2464.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,131893.0,,,,384,,,,,,,2911.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,164637.0,,,,448,,,,,,,2721.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,130898.0,,,,512,,,,,,,3912.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,101242.0,,,,32,,,,,,,315.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,155600.0,,,,64,,,,,,,410.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,121466.0,,,,128,,,,,,,1053.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,125765.0,,,,192,,,,,,,1526.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,137062.0,,,,256,,,,,,,1867.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,127555.0,,,,320,,,,,,,2508.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,153939.0,,,,384,,,,,,,2494.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,132698.0,,,,448,,,,,,,3376.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,135400.0,,,,512,,,,,,,3782.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,113645.0,,,,32,,,,,,,281.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,129654.0,,,,64,,,,,,,493.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,123630.0,,,,128,,,,,,,1034.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,154441.0,,,,192,,,,,,,1242.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,131735.0,,,,256,,,,,,,1943.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,130687.0,,,,320,,,,,,,2448.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,153563.0,,,,384,,,,,,,2500.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,138184.0,,,,448,,,,,,,3242.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,135376.0,,,,512,,,,,,,3782.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,32,,,,115922.0,,,,32,,,,,,,275.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,64,,,,127963.0,,,,64,,,,,,,499.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,128,,,,124682.0,,,,128,,,,,,,1026.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,192,,,,150033.0,,,,192,,,,,,,1279.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,256,,,,126656.0,,,,256,,,,,,,2021.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,320,,,,124596.0,,,,320,,,,,,,2568.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,384,,,,156345.0,,,,384,,,,,,,2456.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,448,,,,125744.0,,,,448,,,,,,,3563.0,,,
bin/memcached,gcc,mpx_no_narrow_bounds_only_write,1,512,,,,140555.0,,,,512,,,,,,,3643.0,,,
bin/memcached,icc,mpx_no_narrow_bounds,1,32,,,,120307.0,,,,32,,,,,,,265.0,,,
